# Albion UniqueName	Albion numeric ID used by market_history.AlbionId
# entries=11218
T4_FISH_SALTWATER_ALL_COMMON	153
T5_FISH_SALTWATER_ALL_COMMON	154
T6_FISH_SALTWATER_ALL_COMMON	155
T7_FISH_SALTWATER_ALL_COMMON	156
T8_FISH_SALTWATER_ALL_COMMON	157
T3_FISH_FRESHWATER_FOREST_RARE	158
T5_FISH_FRESHWATER_FOREST_RARE	159
T7_FISH_FRESHWATER_FOREST_RARE	160
T3_FISH_FRESHWATER_MOUNTAIN_RARE	161
T5_FISH_FRESHWATER_MOUNTAIN_RARE	162
T7_FISH_FRESHWATER_MOUNTAIN_RARE	163
T3_FISH_FRESHWATER_HIGHLANDS_RARE	164
T5_FISH_FRESHWATER_HIGHLANDS_RARE	165
T7_FISH_FRESHWATER_HIGHLANDS_RARE	166
T3_FISH_FRESHWATER_STEPPE_RARE	167
T5_FISH_FRESHWATER_STEPPE_RARE	168
T7_FISH_FRESHWATER_STEPPE_RARE	169
T3_FISH_FRESHWATER_SWAMP_RARE	170
T5_FISH_FRESHWATER_SWAMP_RARE	171
T7_FISH_FRESHWATER_SWAMP_RARE	172
T3_FISH_SALTWATER_ALL_RARE	173
T5_FISH_SALTWATER_ALL_RARE	174
T7_FISH_SALTWATER_ALL_RARE	175
T3_FISH_FRESHWATER_AVALON_RARE	176
T5_FISH_FRESHWATER_AVALON_RARE	177
T7_FISH_FRESHWATER_AVALON_RARE	178
T1_SEAWEED	179
T8_FISH_SALTWATER_ALL_BOSS_SHARK	180
T1_FISHCHOPS	181
T1_FISHSAUCE_LEVEL1	182
T1_FISHSAUCE_LEVEL2	183
T1_FISHSAUCE_LEVEL3	184
TREASURE_KNOWLEDGE_RARITY1	185
TREASURE_KNOWLEDGE_RARITY2	186
TREASURE_KNOWLEDGE_RARITY3	187
TREASURE_SILVERWARE_RARITY1	188
TREASURE_SILVERWARE_RARITY2	189
TREASURE_SILVERWARE_RARITY3	190
TREASURE_DECORATIVE_RARITY1	191
TREASURE_DECORATIVE_RARITY2	192
TREASURE_DECORATIVE_RARITY3	193
TREASURE_CEREMONIAL_RARITY1	194
TREASURE_CEREMONIAL_RARITY2	195
TREASURE_CEREMONIAL_RARITY3	196
TREASURE_TRIBAL_RARITY1	197
TREASURE_TRIBAL_RARITY2	198
TREASURE_TRIBAL_RARITY3	199
TREASURE_RITUAL_RARITY1	200
TREASURE_RITUAL_RARITY2	201
TREASURE_RITUAL_RARITY3	202
TREASURE_AVALON_RARITY1	203
TREASURE_AVALON_RARITY2	204
TREASURE_AVALON_RARITY3	205
QUESTITEM_TRANSFER_LETTER	207
QUESTITEM_LIGHT_BLUEPRINTS	208
QUESTITEM_LIGHT_MANUSCRIPTS	209
QUESTITEM_LIGHT_SURVEYS	210
QUESTITEM_HEAVY_MORTAR	211
QUESTITEM_HEAVY_CRATE	212
QUESTITEM_HEAVY_BARREL	213
QUESTITEM_LIGHT_FUR	214
QUESTITEM_LIGHT_THEPACKAGE	215
QUESTITEM_LIGHT_PATROLROUTE	216
QUESTITEM_HEAVY_MOONSHINE	217
QUESTITEM_LIGHT_KITTENS	218
QUESTITEM_LIGHT_BEES	219
QUESTITEM_LIGHT_OLDCLOTHES	220
QUESTITEM_HEAVY_FARMTOOLS	221
QUESTITEM_HEAVY_MANURE	222
QUESTITEM_LIGHT_ASSASSINATION	223
QUESTITEM_LIGHT_CASUALTIES	224
QUESTITEM_LIGHT_RINGS	225
QUESTITEM_HEAVY_MEDICAL	226
QUESTITEM_HEAVY_FIREBARREL	227
QUESTITEM_TOKEN_ARENA_UNRANKED	246
QUESTITEM_TOKEN_AVALON	248
QUESTITEM_TOKEN_MISTS	249
QUESTITEM_TOKEN_SMUGGLER	250
QUESTITEM_STANDING_SMUGGLER	251
QUESTITEM_TOKEN_ROYAL_HORSE	433
QUESTITEM_TOKEN_ROYAL_T4	434
QUESTITEM_TOKEN_ROYAL_T5	435
QUESTITEM_TOKEN_ROYAL_T6	436
QUESTITEM_TOKEN_ROYAL_T7	437
QUESTITEM_TOKEN_ROYAL_T8	438
QUESTITEM_TOKEN_KEEPER	439
QUESTITEM_TOKEN_MORGANA	440
QUESTITEM_TOKEN_UNDEAD	441
QUESTITEM_TOKEN_EVENT_HALLOWEEN_2017	442
QUESTITEM_TOKEN_EVENT_EASTER_2018	443
QUESTITEM_TOKEN_ADC_FRAME	444
T4_SKILLBOOK_GATHER_FIBER	445
T5_SKILLBOOK_GATHER_FIBER	446
T6_SKILLBOOK_GATHER_FIBER	447
T7_SKILLBOOK_GATHER_FIBER	448
T8_SKILLBOOK_GATHER_FIBER	449
T4_SKILLBOOK_GATHER_HIDE	455
T5_SKILLBOOK_GATHER_HIDE	456
T6_SKILLBOOK_GATHER_HIDE	457
T7_SKILLBOOK_GATHER_HIDE	458
T8_SKILLBOOK_GATHER_HIDE	459
T4_SKILLBOOK_GATHER_ORE	465
T5_SKILLBOOK_GATHER_ORE	466
T6_SKILLBOOK_GATHER_ORE	467
T7_SKILLBOOK_GATHER_ORE	468
T8_SKILLBOOK_GATHER_ORE	469
T4_SKILLBOOK_GATHER_ROCK	475
T5_SKILLBOOK_GATHER_ROCK	476
T6_SKILLBOOK_GATHER_ROCK	477
T7_SKILLBOOK_GATHER_ROCK	478
T8_SKILLBOOK_GATHER_ROCK	479
T4_SKILLBOOK_GATHER_WOOD	485
T5_SKILLBOOK_GATHER_WOOD	486
T6_SKILLBOOK_GATHER_WOOD	487
T7_SKILLBOOK_GATHER_WOOD	488
T8_SKILLBOOK_GATHER_WOOD	489
T4_SKILLBOOK_STANDARD	495
T1_SKILLBOOK_NONTRADABLE	496
T2_SKILLBOOK_NONTRADABLE	497
T3_SKILLBOOK_NONTRADABLE	498
T4_SKILLBOOK_NONTRADABLE	499
T5_SKILLBOOK_NONTRADABLE	500
T6_SKILLBOOK_NONTRADABLE	501
T7_SKILLBOOK_NONTRADABLE	502
T8_SKILLBOOK_NONTRADABLE	503
T1_LEARNINGPOINTS_NONTRADABLE	505
T2_LEARNINGPOINTS_NONTRADABLE	506
T3_LEARNINGPOINTS_NONTRADABLE	507
T4_LEARNINGPOINTS_NONTRADABLE	508
T5_LEARNINGPOINTS_NONTRADABLE	509
T6_LEARNINGPOINTS_NONTRADABLE	510
T7_LEARNINGPOINTS_NONTRADABLE	511
T8_LEARNINGPOINTS_NONTRADABLE	512
T3_PREMIUMITEM_3_NONTRADABLE	513
T1_SILVERBAG_NONTRADABLE	514
T2_SILVERBAG_NONTRADABLE	515
T3_SILVERBAG_NONTRADABLE	516
T4_SILVERBAG_NONTRADABLE	517
T5_SILVERBAG_NONTRADABLE	518
T6_SILVERBAG_NONTRADABLE	519
T7_SILVERBAG_NONTRADABLE	520
T8_SILVERBAG_NONTRADABLE	521
T3_FOCUSPOTION_NONTRADABLE	523
T4_FOCUSPOTION_NONTRADABLE	524
T5_FOCUSPOTION_NONTRADABLE	525
T6_FOCUSPOTION_NONTRADABLE	526
UNIQUE_FOCUSPOTION_ADC_NONTRADABLE_01	527
T8_FOCUSPOTION_NONTRADABLE	528
T2_POTION_HEAL	530
T2_POTION_HEAL@1	531
T2_POTION_HEAL@2	532
T2_POTION_HEAL@3	533
T4_POTION_HEAL	534
T4_POTION_HEAL@1	535
T4_POTION_HEAL@2	536
T4_POTION_HEAL@3	537
T6_POTION_HEAL	538
T6_POTION_HEAL@1	539
T6_POTION_HEAL@2	540
T6_POTION_HEAL@3	541
T2_POTION_ENERGY	542
T2_POTION_ENERGY@1	543
T2_POTION_ENERGY@2	544
T2_POTION_ENERGY@3	545
T4_POTION_ENERGY	546
T4_POTION_ENERGY@1	547
T4_POTION_ENERGY@2	548
T4_POTION_ENERGY@3	549
T6_POTION_ENERGY	550
T6_POTION_ENERGY@1	551
T6_POTION_ENERGY@2	552
T6_POTION_ENERGY@3	553
T3_POTION_REVIVE	554
T3_POTION_REVIVE@1	555
T3_POTION_REVIVE@2	556
T3_POTION_REVIVE@3	557
T5_POTION_REVIVE	558
T5_POTION_REVIVE@1	559
T5_POTION_REVIVE@2	560
T5_POTION_REVIVE@3	561
T7_POTION_REVIVE	562
T7_POTION_REVIVE@1	563
T7_POTION_REVIVE@2	564
T7_POTION_REVIVE@3	565
T3_POTION_STONESKIN	566
T3_POTION_STONESKIN@1	567
T3_POTION_STONESKIN@2	568
T3_POTION_STONESKIN@3	569
T5_POTION_STONESKIN	570
T5_POTION_STONESKIN@1	571
T5_POTION_STONESKIN@2	572
T5_POTION_STONESKIN@3	573
T7_POTION_STONESKIN	574
T7_POTION_STONESKIN@1	575
T7_POTION_STONESKIN@2	576
T7_POTION_STONESKIN@3	577
T3_POTION_SLOWFIELD	578
T3_POTION_SLOWFIELD@1	579
T3_POTION_SLOWFIELD@2	580
T3_POTION_SLOWFIELD@3	581
T5_POTION_SLOWFIELD	582
T5_POTION_SLOWFIELD@1	583
T5_POTION_SLOWFIELD@2	584
T5_POTION_SLOWFIELD@3	585
T7_POTION_SLOWFIELD	586
T7_POTION_SLOWFIELD@1	587
T7_POTION_SLOWFIELD@2	588
T7_POTION_SLOWFIELD@3	589
T4_POTION_COOLDOWN	590
T4_POTION_COOLDOWN@1	591
T4_POTION_COOLDOWN@2	592
T4_POTION_COOLDOWN@3	593
T6_POTION_COOLDOWN	594
T6_POTION_COOLDOWN@1	595
T6_POTION_COOLDOWN@2	596
T6_POTION_COOLDOWN@3	597
T8_POTION_COOLDOWN	598
T8_POTION_COOLDOWN@1	599
T8_POTION_COOLDOWN@2	600
T8_POTION_COOLDOWN@3	601
T8_POTION_CLEANSE	602
T8_POTION_CLEANSE@1	603
T8_POTION_CLEANSE@2	604
T8_POTION_CLEANSE@3	605
T3_POTION_MOB_RESET	606
T3_POTION_MOB_RESET@1	607
T3_POTION_MOB_RESET@2	608
T3_POTION_MOB_RESET@3	609
T5_POTION_MOB_RESET	610
T5_POTION_MOB_RESET@1	611
T5_POTION_MOB_RESET@2	612
T5_POTION_MOB_RESET@3	613
T7_POTION_MOB_RESET	614
T7_POTION_MOB_RESET@1	615
T7_POTION_MOB_RESET@2	616
T7_POTION_MOB_RESET@3	617
T3_POTION_CLEANSE2	618
T3_POTION_CLEANSE2@1	619
T3_POTION_CLEANSE2@2	620
T3_POTION_CLEANSE2@3	621
T5_POTION_CLEANSE2	622
T5_POTION_CLEANSE2@1	623
T5_POTION_CLEANSE2@2	624
T5_POTION_CLEANSE2@3	625
T7_POTION_CLEANSE2	626
T7_POTION_CLEANSE2@1	627
T7_POTION_CLEANSE2@2	628
T7_POTION_CLEANSE2@3	629
T3_POTION_ACID	630
T3_POTION_ACID@1	631
T3_POTION_ACID@2	632
T3_POTION_ACID@3	633
T5_POTION_ACID	634
T5_POTION_ACID@1	635
T5_POTION_ACID@2	636
T5_POTION_ACID@3	637
T7_POTION_ACID	638
T7_POTION_ACID@1	639
T7_POTION_ACID@2	640
T7_POTION_ACID@3	641
T4_POTION_BERSERK	642
T4_POTION_BERSERK@1	643
T4_POTION_BERSERK@2	644
T4_POTION_BERSERK@3	645
T6_POTION_BERSERK	646
T6_POTION_BERSERK@1	647
T6_POTION_BERSERK@2	648
T6_POTION_BERSERK@3	649
T8_POTION_BERSERK	650
T8_POTION_BERSERK@1	651
T8_POTION_BERSERK@2	652
T8_POTION_BERSERK@3	653
T4_POTION_LAVA	654
T4_POTION_LAVA@1	655
T4_POTION_LAVA@2	656
T4_POTION_LAVA@3	657
T6_POTION_LAVA	658
T6_POTION_LAVA@1	659
T6_POTION_LAVA@2	660
T6_POTION_LAVA@3	661
T8_POTION_LAVA	662
T8_POTION_LAVA@1	663
T8_POTION_LAVA@2	664
T8_POTION_LAVA@3	665
T4_POTION_GATHER	666
T4_POTION_GATHER@1	667
T4_POTION_GATHER@2	668
T4_POTION_GATHER@3	669
T6_POTION_GATHER	670
T6_POTION_GATHER@1	671
T6_POTION_GATHER@2	672
T6_POTION_GATHER@3	673
T8_POTION_GATHER	674
T8_POTION_GATHER@1	675
T8_POTION_GATHER@2	676
T8_POTION_GATHER@3	677
T4_POTION_TORNADO	678
T4_POTION_TORNADO@1	679
T4_POTION_TORNADO@2	680
T4_POTION_TORNADO@3	681
T6_POTION_TORNADO	682
T6_POTION_TORNADO@1	683
T6_POTION_TORNADO@2	684
T6_POTION_TORNADO@3	685
T8_POTION_TORNADO	686
T8_POTION_TORNADO@1	687
T8_POTION_TORNADO@2	688
T8_POTION_TORNADO@3	689
T1_WORM	690
T1_FISHINGBAIT	691
T3_FISHINGBAIT	692
T5_FISHINGBAIT	693
T1_MEAL_GRILLEDFISH	694
T1_MEAL_SEAWEEDSALAD	695
T1_MEAL_SOUP	696
T1_MEAL_SOUP@1	697
T1_MEAL_SOUP@2	698
T1_MEAL_SOUP@3	699
T3_MEAL_SOUP	700
T3_MEAL_SOUP@1	701
T3_MEAL_SOUP@2	702
T3_MEAL_SOUP@3	703
T5_MEAL_SOUP	704
T5_MEAL_SOUP@1	705
T5_MEAL_SOUP@2	706
T5_MEAL_SOUP@3	707
T1_MEAL_SOUP_FISH	708
T1_MEAL_SOUP_FISH@1	709
T1_MEAL_SOUP_FISH@2	710
T1_MEAL_SOUP_FISH@3	711
T3_MEAL_SOUP_FISH	712
T3_MEAL_SOUP_FISH@1	713
T3_MEAL_SOUP_FISH@2	714
T3_MEAL_SOUP_FISH@3	715
T5_MEAL_SOUP_FISH	716
T5_MEAL_SOUP_FISH@1	717
T5_MEAL_SOUP_FISH@2	718
T5_MEAL_SOUP_FISH@3	719
T2_MEAL_SALAD	720
T2_MEAL_SALAD@1	721
T2_MEAL_SALAD@2	722
T2_MEAL_SALAD@3	723
T4_MEAL_SALAD	724
T4_MEAL_SALAD@1	725
T4_MEAL_SALAD@2	726
T4_MEAL_SALAD@3	727
T6_MEAL_SALAD	728
T6_MEAL_SALAD@1	729
T6_MEAL_SALAD@2	730
T6_MEAL_SALAD@3	731
T2_MEAL_SALAD_FISH	732
T2_MEAL_SALAD_FISH@1	733
T2_MEAL_SALAD_FISH@2	734
T2_MEAL_SALAD_FISH@3	735
T4_MEAL_SALAD_FISH	736
T4_MEAL_SALAD_FISH@1	737
T4_MEAL_SALAD_FISH@2	738
T4_MEAL_SALAD_FISH@3	739
T6_MEAL_SALAD_FISH	740
T6_MEAL_SALAD_FISH@1	741
T6_MEAL_SALAD_FISH@2	742
T6_MEAL_SALAD_FISH@3	743
T3_MEAL_PIE	744
T3_MEAL_PIE@1	745
T3_MEAL_PIE@2	746
T3_MEAL_PIE@3	747
T5_MEAL_PIE	748
T5_MEAL_PIE@1	749
T5_MEAL_PIE@2	750
T5_MEAL_PIE@3	751
T7_MEAL_PIE	752
T7_MEAL_PIE@1	753
T7_MEAL_PIE@2	754
T7_MEAL_PIE@3	755
T3_MEAL_PIE_FISH	756
T3_MEAL_PIE_FISH@1	757
T3_MEAL_PIE_FISH@2	758
T3_MEAL_PIE_FISH@3	759
T5_MEAL_PIE_FISH	760
T5_MEAL_PIE_FISH@1	761
T5_MEAL_PIE_FISH@2	762
T5_MEAL_PIE_FISH@3	763
T7_MEAL_PIE_FISH	764
T7_MEAL_PIE_FISH@1	765
T7_MEAL_PIE_FISH@2	766
T7_MEAL_PIE_FISH@3	767
T3_MEAL_OMELETTE	768
T3_MEAL_OMELETTE@1	769
T3_MEAL_OMELETTE@2	770
T3_MEAL_OMELETTE@3	771
T5_MEAL_OMELETTE	772
T5_MEAL_OMELETTE@1	773
T5_MEAL_OMELETTE@2	774
T5_MEAL_OMELETTE@3	775
T7_MEAL_OMELETTE	776
T7_MEAL_OMELETTE@1	777
T7_MEAL_OMELETTE@2	778
T7_MEAL_OMELETTE@3	779
T3_MEAL_OMELETTE_FISH	780
T3_MEAL_OMELETTE_FISH@1	781
T3_MEAL_OMELETTE_FISH@2	782
T3_MEAL_OMELETTE_FISH@3	783
T5_MEAL_OMELETTE_FISH	784
T5_MEAL_OMELETTE_FISH@1	785
T5_MEAL_OMELETTE_FISH@2	786
T5_MEAL_OMELETTE_FISH@3	787
T7_MEAL_OMELETTE_FISH	788
T7_MEAL_OMELETTE_FISH@1	789
T7_MEAL_OMELETTE_FISH@2	790
T7_MEAL_OMELETTE_FISH@3	791
T3_MEAL_OMELETTE_AVALON	792
T3_MEAL_OMELETTE_AVALON@1	793
T3_MEAL_OMELETTE_AVALON@2	794
T3_MEAL_OMELETTE_AVALON@3	795
T5_MEAL_OMELETTE_AVALON	796
T5_MEAL_OMELETTE_AVALON@1	797
T5_MEAL_OMELETTE_AVALON@2	798
T5_MEAL_OMELETTE_AVALON@3	799
T7_MEAL_OMELETTE_AVALON	800
T7_MEAL_OMELETTE_AVALON@1	801
T7_MEAL_OMELETTE_AVALON@2	802
T7_MEAL_OMELETTE_AVALON@3	803
T4_MEAL_STEW	804
T4_MEAL_STEW@1	805
T4_MEAL_STEW@2	806
T4_MEAL_STEW@3	807
T6_MEAL_STEW	808
T6_MEAL_STEW@1	809
T6_MEAL_STEW@2	810
T6_MEAL_STEW@3	811
T8_MEAL_STEW	812
T8_MEAL_STEW@1	813
T8_MEAL_STEW@2	814
T8_MEAL_STEW@3	815
T4_MEAL_STEW_FISH	816
T4_MEAL_STEW_FISH@1	817
T4_MEAL_STEW_FISH@2	818
T4_MEAL_STEW_FISH@3	819
T6_MEAL_STEW_FISH	820
T6_MEAL_STEW_FISH@1	821
T6_MEAL_STEW_FISH@2	822
T6_MEAL_STEW_FISH@3	823
T8_MEAL_STEW_FISH	824
T8_MEAL_STEW_FISH@1	825
T8_MEAL_STEW_FISH@2	826
T8_MEAL_STEW_FISH@3	827
T4_MEAL_STEW_AVALON	828
T4_MEAL_STEW_AVALON@1	829
T4_MEAL_STEW_AVALON@2	830
T4_MEAL_STEW_AVALON@3	831
T6_MEAL_STEW_AVALON	832
T6_MEAL_STEW_AVALON@1	833
T6_MEAL_STEW_AVALON@2	834
T6_MEAL_STEW_AVALON@3	835
T8_MEAL_STEW_AVALON	836
T8_MEAL_STEW_AVALON@1	837
T8_MEAL_STEW_AVALON@2	838
T8_MEAL_STEW_AVALON@3	839
T4_MEAL_SANDWICH	840
T4_MEAL_SANDWICH@1	841
T4_MEAL_SANDWICH@2	842
T4_MEAL_SANDWICH@3	843
T6_MEAL_SANDWICH	844
T6_MEAL_SANDWICH@1	845
T6_MEAL_SANDWICH@2	846
T6_MEAL_SANDWICH@3	847
T8_MEAL_SANDWICH	848
T8_MEAL_SANDWICH@1	849
T8_MEAL_SANDWICH@2	850
T8_MEAL_SANDWICH@3	851
T4_MEAL_SANDWICH_FISH	852
T4_MEAL_SANDWICH_FISH@1	853
T4_MEAL_SANDWICH_FISH@2	854
T4_MEAL_SANDWICH_FISH@3	855
T6_MEAL_SANDWICH_FISH	856
T6_MEAL_SANDWICH_FISH@1	857
T6_MEAL_SANDWICH_FISH@2	858
T6_MEAL_SANDWICH_FISH@3	859
T8_MEAL_SANDWICH_FISH	860
T8_MEAL_SANDWICH_FISH@1	861
T8_MEAL_SANDWICH_FISH@2	862
T8_MEAL_SANDWICH_FISH@3	863
T4_MEAL_SANDWICH_AVALON	864
T4_MEAL_SANDWICH_AVALON@1	865
T4_MEAL_SANDWICH_AVALON@2	866
T4_MEAL_SANDWICH_AVALON@3	867
T6_MEAL_SANDWICH_AVALON	868
T6_MEAL_SANDWICH_AVALON@1	869
T6_MEAL_SANDWICH_AVALON@2	870
T6_MEAL_SANDWICH_AVALON@3	871
T8_MEAL_SANDWICH_AVALON	872
T8_MEAL_SANDWICH_AVALON@1	873
T8_MEAL_SANDWICH_AVALON@2	874
T8_MEAL_SANDWICH_AVALON@3	875
T3_MEAL_ROAST	876
T3_MEAL_ROAST@1	877
T3_MEAL_ROAST@2	878
T3_MEAL_ROAST@3	879
T5_MEAL_ROAST	880
T5_MEAL_ROAST@1	881
T5_MEAL_ROAST@2	882
T5_MEAL_ROAST@3	883
T7_MEAL_ROAST	884
T7_MEAL_ROAST@1	885
T7_MEAL_ROAST@2	886
T7_MEAL_ROAST@3	887
T3_MEAL_ROAST_FISH	888
T3_MEAL_ROAST_FISH@1	889
T3_MEAL_ROAST_FISH@2	890
T3_MEAL_ROAST_FISH@3	891
T5_MEAL_ROAST_FISH	892
T5_MEAL_ROAST_FISH@1	893
T5_MEAL_ROAST_FISH@2	894
T5_MEAL_ROAST_FISH@3	895
T7_MEAL_ROAST_FISH	896
T7_MEAL_ROAST_FISH@1	897
T7_MEAL_ROAST_FISH@2	898
T7_MEAL_ROAST_FISH@3	899
T3_MEAT	900
T4_MEAT	901
T5_MEAT	902
T6_MEAT	903
T7_MEAT	904
T8_MEAT	905
T4_BUTTER	906
T6_BUTTER	907
T8_BUTTER	908
T6_ALCOHOL	909
T7_ALCOHOL	910
T8_ALCOHOL	911
T4_BREAD	912
T3_FLOUR	913
T1_WOOD	914
T2_WOOD	915
T3_WOOD	916
T4_WOOD	917
T5_WOOD	918
T6_WOOD	919
T7_WOOD	920
T8_WOOD	921
T4_WOOD_LEVEL1@1	922
T5_WOOD_LEVEL1@1	923
T6_WOOD_LEVEL1@1	924
T7_WOOD_LEVEL1@1	925
